vendor,single_sharpe,best_sharpe,best_config,n_configs_tried,seed,true_ic,kind,rank
vendor_06,0.20515714187585682,0.6713945381310631,smooth20_top50,9,19,0.0,fake,9
vendor_26,0.20015251057007621,0.6434580760137056,smooth20_top25,9,19,0.0,fake,10
vendor_29,0.4749391469174958,0.6101571614091456,smooth5_all,9,19,0.0,fake,11
vendor_25,0.09176911092287002,0.5355501210805437,smooth20_top25,9,19,0.0,fake,12
vendor_14,0.4626545169251591,0.5075607706013765,smooth1_top50,9,19,0.0,fake,13
vendor_20,-0.2384197048830943,0.47103754092968525,smooth5_all,9,19,0.0,fake,14
vendor_19,0.042352280258197296,0.43490928787390426,smooth20_top50,9,19,0.0,fake,15
vendor_10,0.23776837434250073,0.4181465234714055,smooth5_all,9,19,0.0,fake,16
vendor_12,0.3094353770666607,0.3966795612666988,smooth1_top25,9,19,0.0,fake,17
vendor_13,0.2783535375432776,0.3529828748757206,smooth1_top25,9,19,0.0,fake,18
vendor_27,0.0025696334613978535,0.3289361212445219,smooth20_top50,9,19,0.0,fake,19
vendor_22,-0.1574547556587475,0.24991373770062436,smooth20_all,9,19,0.0,fake,20
vendor_09,-0.4903372229327706,0.24152692914038176,smooth20_top50,9,19,0.0,fake,21
vendor_21,0.18617810205550286,0.2098530324221379,smooth1_top50,9,19,0.0,fake,22
vendor_28,-0.08819108876993757,0.12350157381665397,smooth20_all,9,19,0.0,fake,23
vendor_11,-0.015629466185469627,0.08517995855288532,smooth5_top25,9,19,0.0,fake,24
vendor_16,-0.030934359147960867,0.082271944959555,smooth5_top50,9,19,0.0,fake,25
vendor_17,-0.08761854415123764,-0.07805412286738335,smooth1_top50,9,19,0.0,fake,26
vendor_15,-0.16352579844573173,-0.10254809740294205,smooth1_top25,9,19,0.0,fake,27
vendor_23,-0.24238893753116203,-0.17595081564801734,smooth20_top25,9,19,0.0,fake,28
vendor_05,-0.1960840929670344,-0.1960840929670344,smooth1_all,9,19,0.0,fake,29
vendor_18,-0.7940995403313451,-0.6569774782403139,smooth20_all,9,19,0.0,fake,30
vendor_00,1.1158359511613873,1.2105196250085197,smooth5_top50,9,20,0.03,REAL,1
vendor_03,0.4561426940157377,0.8492975315369434,smooth5_all,9,20,0.015,REAL,2
vendor_02,0.8342661383895225,0.8342661383895225,smooth1_all,9,20,0.02,REAL,3
vendor_13,0.41503223166146924,0.6363472665682124,smooth5_top25,9,20,0.0,fake,4
vendor_28,0.035284328784133255,0.6294447933987914,smooth5_top25,9,20,0.0,fake,5
vendor_07,0.5728723509425958,0.611279337095528,smooth1_top50,9,20,0.0,fake,6
vendor_09,0.5071130478192484,0.5927214400636199,smooth1_top25,9,20,0.0,fake,7
vendor_25,0.5802674706730024,0.5884972181756553,smooth1_top25,9,20,0.0,fake,8
vendor_10,0.23636051002842537,0.48584470359610865,smooth20_top25,9,20,0.0,fake,9
vendor_01,0.33591450652363636,0.4812693782434142,smooth5_top25,9,20,0.025,REAL,10
vendor_05,0.36046289796126996,0.44676763138178444,smooth5_all,9,20,0.0,fake,11
vendor_06,0.398469179109977,0.4369126104969481,smooth5_top50,9,20,0.0,fake,12
vendor_19,0.3371065923591835,0.3901954614561795,smooth1_top25,9,20,0.0,fake,13
vendor_04,0.3463720966708073,0.3768898396338442,smooth5_top50,9,20,0.01,REAL,14
vendor_23,-0.03995252889805966,0.34002671608679164,smooth20_top25,9,20,0.0,fake,15
vendor_18,-0.07609454389923875,0.332185790723375,smooth20_top25,9,20,0.0,fake,16
vendor_26,0.25754035795201935,0.32193625024066946,smooth1_top25,9,20,0.0,fake,17
vendor_22,-0.2930080228795269,0.27203850844923366,smooth5_top25,9,20,0.0,fake,18
vendor_15,0.2660271224623776,0.2676283098267485,smooth1_top50,9,20,0.0,fake,19
vendor_14,0.19702528082876508,0.2471309362381351,smooth5_top25,9,20,0.0,fake,20
vendor_27,0.14200724610829654,0.23101892398576676,smooth1_top25,9,20,0.0,fake,21
vendor_21,0.22057262795116034,0.2304344594347746,smooth1_top25,9,20,0.0,fake,22
vendor_11,0.13488958312863453,0.2287178394269199,smooth20_top25,9,20,0.0,fake,23
vendor_20,0.17723655737361035,0.22427656224031273,smooth20_all,9,20,0.0,fake,24
vendor_29,0.07909772600064507,0.17432304323101802,smooth5_top25,9,20,0.0,fake,25
vendor_16,0.12486839829768473,0.15011416427857086,smooth5_top50,9,20,0.0,fake,26
vendor_12,-0.8176989337036789,-0.34377104877579767,smooth5_top50,9,20,0.0,fake,27
vendor_17,-1.0129342852078431,-0.48639980711425607,smooth5_top25,9,20,0.0,fake,28
vendor_08,-0.7822538597652212,-0.5985514259032968,smooth20_top50,9,20,0.0,fake,29
vendor_24,-0.70281692583654,-0.6987910386623741,smooth20_all,9,20,0.0,fake,30
vendor_00,1.5545804781783734,1.6614016225771047,smooth1_top50,9,21,0.03,REAL,1
vendor_02,0.7945165656803914,1.5941799714580602,smooth5_top50,9,21,0.02,REAL,2
vendor_13,1.0277260244728825,1.2535481626187668,smooth5_top25,9,21,0.0,fake,3
vendor_03,0.8946402076861515,0.9153212010456252,smooth1_top25,9,21,0.015,REAL,4
vendor_01,0.8085650522778869,0.8526386466714261,smooth1_top25,9,21,0.025,REAL,5
vendor_22,0.6839369647892297,0.7342496331534674,smooth1_top25,9,21,0.0,fake,6
vendor_10,0.3596508575954079,0.6954440417915231,smooth20_top25,9,21,0.0,fake,7
vendor_14,-0.36976639939690953,0.6354282105950615,smooth20_top50,9,21,0.0,fake,8
vendor_28,0.3579170034485284,0.6194941423706344,smooth5_top25,9,21,0.0,fake,9
vendor_04,0.5234405778418606,0.5333845672114546,smooth1_top50,9,21,0.01,REAL,10
vendor_25,-0.07759102328550639,0.49938470654496553,smooth20_top25,9,21,0.0,fake,11
vendor_05,0.48723687445859476,0.48723687445859476,smooth1_all,9,21,0.0,fake,12
vendor_15,0.4724559146264694,0.48020023886248814,smooth1_top50,9,21,0.0,fake,13
vendor_23,-0.09998828478440602,0.46604719292540303,smooth5_top25,9,21,0.0,fake,14
vendor_18,-0.5459608420321407,0.4626502726197638,smooth20_all,9,21,0.0,fake,15
vendor_12,0.4376281394908196,0.46191842924961646,smooth1_top25,9,21,0.0,fake,16
vendor_27,0.38476945960914893,0.38476945960914893,smooth1_all,9,21,0.0,fake,17
vendor_11,0.06495042094522174,0.34730409396212425,smooth20_top25,9,21,0.0,fake,18
vendor_21,-0.47023656965644384,0.34512638605934953,smooth20_top50,9,21,0.0,fake,19
vendor_16,-0.15413365423043995,0.30117806738456615,smooth5_top25,9,21,0.0,fake,20
vendor_26,-0.1046146176990907,0.29965706390895364,smooth5_top25,9,21,0.0,fake,21
vendor_20,-0.8123227558395248,0.2809337752920301,smooth20_top25,9,21,0.0,fake,22
vendor_06,-0.6333547453265516,0.22626229551476512,smooth20_top25,9,21,0.0,fake,23
vendor_07,-0.028463779003210156,0.15780741938130202,smooth20_top50,9,21,0.0,fake,24
vendor_17,-0.12456306240261367,0.14016442616763486,smooth20_all,9,21,0.0,fake,25
vendor_09,-0.3404025511923763,0.09318259968513962,smooth5_top25,9,21,0.0,fake,26
vendor_08,-0.7470499293912286,0.06580869080049927,smooth20_top50,9,21,0.0,fake,27
vendor_19,-0.20763736413159173,0.0456469863033859,smooth20_top50,9,21,0.0,fake,28
vendor_24,-0.21866009091516023,-0.20136468876580152,smooth1_top25,9,21,0.0,fake,29
vendor_29,-0.7210969946088374,-0.6132975215859156,smooth20_all,9,21,0.0,fake,30
vendor_00,1.4916302876912537,1.5837856765742686,smooth1_top50,9,22,0.03,REAL,1
vendor_01,1.271238838600577,1.271238838600577,smooth1_all,9,22,0.025,REAL,2
vendor_02,1.047292691408808,1.047292691408808,smooth1_all,9,22,0.02,REAL,3
vendor_03,0.3564150566519764,1.0234021605108876,smooth20_top25,9,22,0.015,REAL,4
vendor_25,0.6432877763702294,0.936852312900896,smooth20_top25,9,22,0.0,fake,5
vendor_23,0.05303527176678612,0.7775092845734038,smooth5_all,9,22,0.0,fake,6
vendor_12,0.39284248565911195,0.7601381226329006,smooth20_top25,9,22,0.0,fake,7
vendor_10,0.3203857997276404,0.7522831826496877,smooth5_top25,9,22,0.0,fake,8
vendor_24,0.6121562937483781,0.6371710456354883,smooth1_top50,9,22,0.0,fake,9
vendor_04,0.5048768374662388,0.5048768374662388,smooth1_all,9,22,0.01,REAL,10
vendor_15,-0.3780841035066418,0.4235667012468799,smooth20_top25,9,22,0.0,fake,11
vendor_05,-0.042207187236359175,0.3902523031113416,smooth20_top25,9,22,0.0,fake,12
vendor_28,0.0048805299092296,0.3805995550622177,smooth5_all,9,22,0.0,fake,13
vendor_18,0.2350719773416941,0.33179173774084303,smooth5_top25,9,22,0.0,fake,14
vendor_09,0.15864244915966128,0.29393994379204247,smooth20_all,9,22,0.0,fake,15
vendor_17,0.1676331843587055,0.29200919866632435,smooth5_top25,9,22,0.0,fake,16
vendor_16,-0.4330120893202934,0.2592418213685895,smooth20_top50,9,22,0.0,fake,17
vendor_26,-0.37764827377866206,0.2249353635325905,smooth20_all,9,22,0.0,fake,18
vendor_08,0.1651298894396285,0.1651298894396285,smooth1_all,9,22,0.0,fake,19
vendor_06,0.047821447141767864,0.15897402718262224,smooth1_top25,9,22,0.0,fake,20
vendor_13,0.0780902781325566,0.10008608946925461,smooth1_top50,9,22,0.0,fake,21
vendor_27,-0.10879702010536066,0.09675443056305014,smooth20_all,9,22,0.0,fake,22
vendor_14,0.021481706349279987,0.090780947947104,smooth5_top50,9,22,0.0,fake,23
vendor_20,0.022444844504002835,0.04173421389802862,smooth1_top25,9,22,0.0,fake,24
vendor_21,-0.05109900328522098,-0.016912406582738487,smooth1_top25,9,22,0.0,fake,25
vendor_07,-0.19830619993746526,-0.0635143802435862,smooth1_top25,9,22,0.0,fake,26
vendor_22,-0.3104002041480092,-0.08036266306986317,smooth20_top25,9,22,0.0,fake,27
vendor_11,-0.7016989609289173,-0.11237164310594895,smooth5_all,9,22,0.0,fake,28
vendor_19,-0.3037703451977871,-0.3037703451977871,smooth1_all,9,22,0.0,fake,29
vendor_29,-0.8686396388898822,-0.8096501062300706,smooth1_top25,9,22,0.0,fake,30
vendor_02,1.3606250847909476,1.4126154854212725,smooth1_top50,9,23,0.02,REAL,1
vendor_01,1.3654414662552585,1.3654414662552585,smooth1_all,9,23,0.025,REAL,2
vendor_00,1.2350586170845295,1.236096069010344,smooth1_top50,9,23,0.03,REAL,3
vendor_20,1.136677073281262,1.1805709316625173,smooth1_top25,9,23,0.0,fake,4
vendor_10,0.6094504831952035,1.1259705120978352,smooth5_top25,9,23,0.0,fake,5
vendor_12,0.2869744630113708,1.1201272719361814,smooth20_top25,9,23,0.0,fake,6
vendor_29,0.3105002531363538,1.0789018159661115,smooth5_top50,9,23,0.0,fake,7
vendor_15,0.3626768616949624,0.788333771141538,smooth5_all,9,23,0.0,fake,8
vendor_23,0.5627394461696422,0.6698878982367796,smooth1_top25,9,23,0.0,fake,9
vendor_06,-0.09640275748095428,0.6643541990095353,smooth5_top25,9,23,0.0,fake,10
vendor_04,0.11679635641349609,0.6615951963815768,smooth20_top25,9,23,0.01,REAL,11
vendor_21,0.3449389787535711,0.6329637748238781,smooth20_all,9,23,0.0,fake,12
vendor_17,0.5480412654986766,0.5490633651473729,smooth1_top50,9,23,0.0,fake,13
vendor_22,0.5416704940704298,0.5416704940704298,smooth1_all,9,23,0.0,fake,14
vendor_13,-0.3265172374089396,0.5245907230713581,smooth20_top25,9,23,0.0,fake,15
vendor_24,-0.019553680391135714,0.3929546061598839,smooth5_top50,9,23,0.0,fake,16
vendor_05,0.3574117346000301,0.3926834282209999,smooth1_top50,9,23,0.0,fake,17
vendor_08,0.2024571770949432,0.3769136292373404,smooth5_top25,9,23,0.0,fake,18
vendor_07,0.32469023622047116,0.34797928466039685,smooth1_top50,9,23,0.0,fake,19
vendor_27,-0.08970821392227465,0.32398088815321774,smooth20_top25,9,23,0.0,fake,20
vendor_09,0.14436615717276102,0.2921160322487292,smooth5_all,9,23,0.0,fake,21
vendor_18,0.016719038164404912,0.23370407396884785,smooth20_top25,9,23,0.0,fake,22
vendor_16,-0.24686476079197617,0.19953238671622192,smooth20_top50,9,23,0.0,fake,23
vendor_03,0.18580556360308345,0.1986187413837578,smooth1_top25,9,23,0.015,REAL,24
vendor_26,0.11748407375413036,0.16650119569303135,smooth1_top25,9,23,0.0,fake,25
vendor_19,0.1201260747580054,0.1201260747580054,smooth1_all,9,23,0.0,fake,26
vendor_14,-0.07594370967419158,-0.040881693914023125,smooth1_top50,9,23,0.0,fake,27
vendor_28,-0.26506537221102894,-0.05000876916873928,smooth20_top25,9,23,0.0,fake,28
vendor_11,-0.41400882493239965,-0.11554580340340034,smooth20_top25,9,23,0.0,fake,29
vendor_25,-0.22005150169859558,-0.19039431567788614,smooth1_top25,9,23,0.0,fake,30
vendor_00,1.974927198159091,1.9917876980034532,smooth1_top25,9,24,0.03,REAL,1
vendor_03,1.097000209424349,1.291454909581441,smooth5_all,9,24,0.015,REAL,2
vendor_01,1.2745354268544633,1.2745354268544633,smooth1_all,9,24,0.025,REAL,3
vendor_02,0.8285125738498125,0.8791499321778601,smooth1_top25,9,24,0.02,REAL,4
vendor_07,0.734485493162812,0.734485493162812,smooth1_all,9,24,0.0,fake,5
vendor_04,0.6967335605170292,0.7202776660626303,smooth1_top25,9,24,0.01,REAL,6
vendor_24,0.5940471389160916,0.7105975655162977,smooth1_top25,9,24,0.0,fake,7
vendor_27,0.6618433281292269,0.6634452695438091,smooth1_top25,9,24,0.0,fake,8
vendor_18,-0.03638040958973089,0.5638326593522904,smooth20_all,9,24,0.0,fake,9
vendor_29,0.3708583377509249,0.5602319187965935,smooth5_top25,9,24,0.0,fake,10
vendor_08,0.4099314773219512,0.5373709507309313,smooth1_top25,9,24,0.0,fake,11
vendor_06,-0.6487318282738734,0.5314565921287344,smooth20_top50,9,24,0.0,fake,12
vendor_11,0.4304499608608171,0.5035938107781764,smooth1_top50,9,24,0.0,fake,13
vendor_28,0.44507112915482866,0.4817816269682656,smooth5_all,9,24,0.0,fake,14
vendor_15,0.06485756467014159,0.4556370329422085,smooth20_top25,9,24,0.0,fake,15
vendor_13,0.11415295047088957,0.4544052985003469,smooth20_all,9,24,0.0,fake,16
vendor_05,-0.12725888423336115,0.41048971179801597,smooth5_all,9,24,0.0,fake,17
vendor_23,0.010536829540487585,0.408951812775564,smooth5_top25,9,24,0.0,fake,18
vendor_19,-0.5990780955206031,0.40205445603957213,smooth20_top25,9,24,0.0,fake,19
vendor_21,-0.08626961424220693,0.3901856702020627,smooth5_all,9,24,0.0,fake,20
vendor_26,-0.07935773783960794,0.30062664605502576,smooth5_top50,9,24,0.0,fake,21
vendor_12,0.18286458723475907,0.24022959152817983,smooth20_top25,9,24,0.0,fake,22
vendor_16,0.14385088716256386,0.22046684935513097,smooth1_top25,9,24,0.0,fake,23
vendor_09,-0.11489682895907673,0.1540927987962252,smooth5_all,9,24,0.0,fake,24
vendor_14,-0.018537658531671542,0.14174995919907904,smooth20_top50,9,24,0.0,fake,25
vendor_22,0.08069369549105335,0.08069369549105335,smooth1_all,9,24,0.0,fake,26
vendor_20,0.025775066390234715,0.057052510309578815,smooth1_top50,9,24,0.0,fake,27
vendor_25,-0.1843514516358382,0.04031808250764539,smooth5_all,9,24,0.0,fake,28
vendor_10,-0.7188052830198814,-0.2673055442974218,smooth20_top50,9,24,0.0,fake,29
vendor_17,-0.3857483745028465,-0.3123312424173915,smooth5_top25,9,24,0.0,fake,30
vendor_01,2.0278852061215744,2.0947039043861353,smooth1_top50,9,25,0.025,REAL,1
vendor_00,1.6208186030089227,1.8965682399050725,smooth20_all,9,25,0.03,REAL,2
vendor_02,1.3441983168511429,1.3807187697712953,smooth1_top50,9,25,0.02,REAL,3
vendor_17,0.2728596195678045,1.2830840020577237,smooth20_all,9,25,0.0,fake,4
vendor_24,0.33347841179153237,0.8574928663130326,smooth20_top25,9,25,0.0,fake,5
vendor_04,-0.42330879673301147,0.8556712838612138,smooth20_top50,9,25,0.01,REAL,6
vendor_05,0.44428324658575846,0.7109586633947681,smooth20_top25,9,25,0.0,fake,7
vendor_03,0.7018365816638991,0.7018365816638991,smooth1_all,9,25,0.015,REAL,8
vendor_23,0.6211703104878658,0.6908968217034887,smooth1_top50,9,25,0.0,fake,9
vendor_15,0.03543936430435373,0.5443624913760323,smooth5_top25,9,25,0.0,fake,10
vendor_20,0.5434955570435382,0.5434955570435382,smooth1_all,9,25,0.0,fake,11
vendor_07,-0.36321243239879186,0.49522364873591423,smooth20_all,9,25,0.0,fake,12
vendor_18,-0.04100331517927805,0.4687989062607515,smooth5_all,9,25,0.0,fake,13
vendor_10,0.41438587762674006,0.44590732114483345,smooth1_top25,9,25,0.0,fake,14
vendor_19,0.31414265296574645,0.31414265296574645,smooth1_all,9,25,0.0,fake,15
vendor_08,-0.08455873593778447,0.3050331524660963,smooth20_all,9,25,0.0,fake,16
vendor_21,0.28497212839060737,0.29717782991807407,smooth20_all,9,25,0.0,fake,17
vendor_28,-0.09604211959548661,0.22700466705663838,smooth5_top25,9,25,0.0,fake,18
vendor_25,-0.05094001740788089,0.19835667505208648,smooth20_all,9,25,0.0,fake,19
vendor_11,-0.03686839335274656,0.17251535053024936,smooth5_top25,9,25,0.0,fake,20
vendor_14,0.07325216314752668,0.16783973424675758,smooth5_top50,9,25,0.0,fake,21
vendor_29,0.09794025339330596,0.14009612792480508,smooth1_top25,9,25,0.0,fake,22
vendor_13,0.06631902986320437,0.11493103622005109,smooth1_top25,9,25,0.0,fake,23
vendor_16,-0.09762233075560012,0.04398717703905855,smooth5_top50,9,25,0.0,fake,24
vendor_09,-0.20368652956493305,0.027603794603167035,smooth20_all,9,25,0.0,fake,25
vendor_22,0.00048175928317735906,0.00048175928317735906,smooth1_all,9,25,0.0,fake,26
vendor_06,-0.16458115477875132,-0.09361809005743553,smooth1_top25,9,25,0.0,fake,27
vendor_27,-0.39832380673990714,-0.20463073992548225,smooth20_all,9,25,0.0,fake,28
vendor_12,-0.4584700111544136,-0.2785977284544418,smooth5_top50,9,25,0.0,fake,29
vendor_26,-0.9227759938782575,-0.28175861267299884,smooth5_top50,9,25,0.0,fake,30
vendor_00,1.4179217042472487,1.5433548828591515,smooth5_all,9,26,0.03,REAL,1
vendor_02,1.2547914566260838,1.2547914566260838,smooth1_all,9,26,0.02,REAL,2
vendor_03,1.1477794760185767,1.1477794760185767,smooth1_all,9,26,0.015,REAL,3
vendor_01,1.033157072244015,1.1439993555288939,smooth20_top50,9,26,0.025,REAL,4
vendor_10,0.49087009056153336,0.7542059195547476,smooth5_top50,9,26,0.0,fake,5
vendor_15,0.398186407340233,0.7506132862274182,smooth20_top25,9,26,0.0,fake,6
vendor_19,0.6185008468616652,0.682052351450704,smooth1_top25,9,26,0.0,fake,7
vendor_25,-0.1294134906882038,0.6723497831298245,smooth20_top25,9,26,0.0,fake,8
vendor_04,0.06645684008885727,0.5965012306149031,smooth5_top50,9,26,0.01,REAL,9
vendor_28,0.35072941943617547,0.5917983298608813,smooth20_top50,9,26,0.0,fake,10
vendor_23,0.1293225771865446,0.47011382255266554,smooth5_top25,9,26,0.0,fake,11
vendor_14,-0.11465006599353164,0.4671515359967819,smooth20_top50,9,26,0.0,fake,12
vendor_06,0.43288002108834084,0.45847361248368046,smooth1_top50,9,26,0.0,fake,13
vendor_22,0.33597934785119643,0.4362047233124383,smooth20_top25,9,26,0.0,fake,14
vendor_12,0.4108100631072882,0.41322869931147654,smooth1_top50,9,26,0.0,fake,15
vendor_13,0.2514177910455521,0.40938967870332893,smooth20_all,9,26,0.0,fake,16
vendor_20,0.37595640533023855,0.37595640533023855,smooth1_all,9,26,0.0,fake,17
vendor_05,-0.46670275261509947,0.3547694534969064,smooth20_top25,9,26,0.0,fake,18
vendor_18,-0.5151066782302539,0.3310996156456795,smooth20_all,9,26,0.0,fake,19
vendor_26,0.2558361664069294,0.2845933499716675,smooth5_all,9,26,0.0,fake,20
vendor_29,0.1360058444528642,0.26126296338666094,smooth20_all,9,26,0.0,fake,21
vendor_09,0.08363948395715834,0.1807489365511643,smooth1_top50,9,26,0.0,fake,22
vendor_27,0.16540282995268857,0.16540282995268857,smooth1_all,9,26,0.0,fake,23
vendor_17,-0.18455550042057514,0.1396149282116912,smooth20_top50,9,26,0.0,fake,24
vendor_24,-0.1722554315418847,0.09395604197052322,smooth20_all,9,26,0.0,fake,25
vendor_11,0.0012149196226074854,0.07415283529841572,smooth5_top50,9,26,0.0,fake,26
vendor_07,-0.016505398976636748,0.045742033399139,smooth1_top25,9,26,0.0,fake,27
vendor_21,-0.7482624016720225,-0.29527151709355665,smooth20_top25,9,26,0.0,fake,28
vendor_16,-0.3885865997916604,-0.33384971636202615,smooth1_top50,9,26,0.0,fake,29
vendor_08,-0.5508506208447259,-0.5139807102064431,smooth1_top25,9,26,0.0,fake,30
vendor_00,1.2653536853777687,1.9389713938564634,smooth5_top50,9,27,0.03,REAL,1
vendor_01,1.7116651850264375,1.7116651850264375,smooth1_all,9,27,0.025,REAL,2
vendor_03,0.47213086425462564,1.1175261273070662,smooth5_all,9,27,0.015,REAL,3
vendor_26,0.6174998449179876,1.02510905376118,smooth5_top50,9,27,0.0,fake,4
vendor_20,0.8962106287230536,1.0019812819680607,smooth1_top25,9,27,0.0,fake,5
vendor_04,0.9681119424885416,0.9698001452483476,smooth1_top50,9,27,0.01,REAL,6
vendor_07,0.13244639254091262,0.9507389575031377,smooth20_top25,9,27,0.0,fake,7
vendor_14,-0.1415357113365836,0.7667511384799919,smooth20_all,9,27,0.0,fake,8
vendor_16,0.3427347137694969,0.6909908649909988,smooth5_top25,9,27,0.0,fake,9
vendor_11,0.26131424569714806,0.5472667852928438,smooth5_all,9,27,0.0,fake,10
vendor_09,-0.3071704487043222,0.49735665866824835,smooth5_top25,9,27,0.0,fake,11
vendor_02,0.48771289861866074,0.48771289861866074,smooth1_all,9,27,0.02,REAL,12
vendor_12,-0.11890203185116463,0.4388399009916323,smooth20_all,9,27,0.0,fake,13
vendor_18,-0.3800985996908553,0.39335284944090926,smooth20_top25,9,27,0.0,fake,14
vendor_29,-0.3641415192218658,0.3568012046646207,smooth20_top25,9,27,0.0,fake,15
vendor_19,-0.11075794609761262,0.3052892036056214,smooth20_top50,9,27,0.0,fake,16
vendor_13,0.30478423633460316,0.30478423633460316,smooth1_all,9,27,0.0,fake,17
vendor_10,0.29189603766366595,0.29189603766366595,smooth1_all,9,27,0.0,fake,18
vendor_22,0.2119106056226117,0.2578118956537649,smooth1_top25,9,27,0.0,fake,19
vendor_17,-0.16643043526518703,0.2431014978312771,smooth20_top50,9,27,0.0,fake,20
vendor_28,0.2113606008330292,0.2229097576393579,smooth1_top50,9,27,0.0,fake,21
vendor_06,-0.0912329867992538,0.19567152977958588,smooth5_all,9,27,0.0,fake,22
vendor_21,-0.0801799468116111,0.0664755871600104,smooth20_top25,9,27,0.0,fake,23
vendor_24,-0.7938824283244164,0.03973634023446815,smooth5_top25,9,27,0.0,fake,24
vendor_05,-0.15847334162649207,0.016036713992979398,smooth5_top25,9,27,0.0,fake,25
vendor_23,-0.23006257101140365,-0.0340499768964739,smooth5_top50,9,27,0.0,fake,26
vendor_15,-0.19356720583667533,-0.08485388461544553,smooth5_all,9,27,0.0,fake,27
vendor_08,-0.2974004878629372,-0.24316115901990665,smooth20_top25,9,27,0.0,fake,28
vendor_25,-0.29488402265089564,-0.29488402265089564,smooth1_all,9,27,0.0,fake,29
vendor_27,-0.5897593218232623,-0.3363508312991735,smooth20_top25,9,27,0.0,fake,30
vendor_00,1.632398681328186,1.6494420431170063,smooth1_top25,9,28,0.03,REAL,1
vendor_01,1.4023886565874777,1.5006631786790896,smooth1_top25,9,28,0.025,REAL,2
vendor_02,1.2483266602283305,1.2908702953821376,smooth1_top50,9,28,0.02,REAL,3
vendor_11,0.06180210721122826,1.182858619645742,smooth20_top50,9,28,0.0,fake,4
vendor_04,1.0606453165802294,1.0606453165802294,smooth1_all,9,28,0.01,REAL,5
vendor_23,0.6859530317550262,0.867053309273899,smooth20_top50,9,28,0.0,fake,6
vendor_28,0.21854696266131482,0.7879955743429474,smooth20_top25,9,28,0.0,fake,7
vendor_29,0.7374451089194632,0.7491467040354973,smooth1_top50,9,28,0.0,fake,8
vendor_12,0.688003309587789,0.7115569468721723,smooth1_top50,9,28,0.0,fake,9
vendor_26,0.4543789894262326,0.6223380797430808,smooth5_top25,9,28,0.0,fake,10
vendor_22,0.37688117727884496,0.5491837373433488,smooth1_top25,9,28,0.0,fake,11
vendor_03,0.5300961066783588,0.5300961066783588,smooth1_all,9,28,0.015,REAL,12
vendor_07,0.30047371726628647,0.4104852582122008,smooth5_all,9,28,0.0,fake,13
vendor_25,-0.7907227343028554,0.3317652629638872,smooth20_top50,9,28,0.0,fake,14
vendor_27,0.00018099935443663992,0.3193757894702898,smooth5_top50,9,28,0.0,fake,15
vendor_10,0.2530664557950446,0.3133395959540699,smooth1_top50,9,28,0.0,fake,16
vendor_14,0.2922236741694223,0.2922236741694223,smooth1_all,9,28,0.0,fake,17
vendor_08,-0.13509735517279106,0.2772070871514982,smooth20_all,9,28,0.0,fake,18
vendor_20,-0.1855091292821788,0.16795726853872922,smooth20_top50,9,28,0.0,fake,19
vendor_16,0.008786248794349421,0.06559528617940076,smooth1_top50,9,28,0.0,fake,20
vendor_21,-0.11928927689972713,0.04163230204587887,smooth1_top25,9,28,0.0,fake,21
vendor_18,-0.30205643852751124,0.020639545414063303,smooth5_top50,9,28,0.0,fake,22
vendor_17,-0.5422370322449286,0.015225842613258623,smooth20_all,9,28,0.0,fake,23
vendor_19,-0.4399267743276682,-0.13290891041688443,smooth20_all,9,28,0.0,fake,24
vendor_15,-0.21334698259063653,-0.1341570410084514,smooth5_all,9,28,0.0,fake,25
vendor_09,-1.0004802838421327,-0.14706986014371173,smooth20_top25,9,28,0.0,fake,26
vendor_24,-0.7754630625976494,-0.19340984913020254,smooth20_top50,9,28,0.0,fake,27
vendor_06,-0.4834940774243779,-0.2504866778859058,smooth5_top25,9,28,0.0,fake,28
vendor_13,-0.283915673065697,-0.26106385372991286,smooth1_top25,9,28,0.0,fake,29
vendor_05,-0.3532983942411515,-0.27055910293622276,smooth1_top25,9,28,0.0,fake,30
vendor_00,1.3234918495271135,1.6868208575485584,smooth5_top25,9,29,0.03,REAL,1
vendor_02,1.0214285498266553,1.4671230047008799,smooth5_all,9,29,0.02,REAL,2
vendor_01,1.2647853573481207,1.2647853573481207,smooth1_all,9,29,0.025,REAL,3
vendor_03,0.8546524583997869,0.9553038657561985,smooth20_all,9,29,0.015,REAL,4
vendor_04,0.7498556103521935,0.7811953021910918,smooth1_top25,9,29,0.01,REAL,5
vendor_28,0.632742465368726,0.6848499324670118,smooth1_top50,9,29,0.0,fake,6
vendor_09,0.5368879285235486,0.5815948853360932,smooth1_top50,9,29,0.0,fake,7
vendor_15,0.44266882871820107,0.5231346973959764,smooth5_top25,9,29,0.0,fake,8
vendor_21,0.45741874711751046,0.49938112189188427,smooth1_top25,9,29,0.0,fake,9
vendor_18,0.43988692694414094,0.43988692694414094,smooth1_all,9,29,0.0,fake,10
vendor_13,0.33144407551445854,0.3929782994868039,smooth20_top50,9,29,0.0,fake,11
vendor_23,-0.40574596735852536,0.3589824653350233,smooth20_top50,9,29,0.0,fake,12
vendor_06,-0.6914418998048169,0.35639736437562686,smooth20_top50,9,29,0.0,fake,13
vendor_22,0.3018756962208111,0.34855670440858993,smooth1_top50,9,29,0.0,fake,14
vendor_25,-0.07244685158925761,0.34102508904497303,smooth20_all,9,29,0.0,fake,15
vendor_20,0.22670722421798922,0.3168008505838477,smooth5_top50,9,29,0.0,fake,16
