vendor,ens_sharpe,mean_sharpe,frac_pos,max_sharpe,min_sharpe,spread,n_configs,selection_cost,seed,true_ic,kind,rank
vendor_29,0.036061408335128005,0.02686030229636701,0.6666666666666666,0.08222869853972639,-0.018618097928352978,0.10084679646807937,9,0.04616729020459839,29,0.0,fake,16
vendor_08,0.01908583357580203,0.022010737976654204,0.6666666666666666,0.258826043861495,-0.3325163903750227,0.5913424342365177,9,0.23974021028569295,29,0.0,fake,17
vendor_27,-0.014009356325139976,-0.013109913845292524,0.6666666666666666,0.23846775498733874,-0.454792824176069,0.6932605791634077,9,0.25247711131247874,29,0.0,fake,18
vendor_24,-0.02712393530102016,-0.022940468448083326,0.4444444444444444,0.1553040859554351,-0.19368058938184446,0.34898467533727956,9,0.18242802125645527,29,0.0,fake,19
vendor_23,-0.04120769125766327,-0.04011884496239948,0.3333333333333333,0.3589824653350233,-0.4248775914797706,0.783860056814794,9,0.4001901565926866,29,0.0,fake,20
vendor_26,-0.0696657166004819,-0.057011043448396505,0.6666666666666666,0.1705408036820473,-0.4379430703289414,0.6084838740109887,9,0.2402065202825292,29,0.0,fake,21
vendor_06,-0.2078515631717534,-0.1786782884813158,0.3333333333333333,0.35639736437562686,-0.7439463155335367,1.1003436799091637,9,0.5642489275473803,29,0.0,fake,22
vendor_22,-0.23806039816361982,-0.188047209655742,0.3333333333333333,0.34855670440858993,-0.49877968755095253,0.8473363919595425,9,0.5866171025722098,29,0.0,fake,23
vendor_10,-0.26899399805756274,-0.2241536005239922,0.3333333333333333,0.21397272591939595,-0.4514717512338502,0.6654444771532462,9,0.4829667239769587,29,0.0,fake,24
vendor_14,-0.49657250246825446,-0.400265809326194,0.0,-0.27745879561679204,-0.5584205997744529,0.28096180415766087,9,0.21911370685146242,29,0.0,fake,25
vendor_16,-0.5369542443245502,-0.4345919279963027,0.3333333333333333,0.10211015131646538,-0.7593620955000187,0.861472246816484,9,0.6390643956410156,29,0.0,fake,26
vendor_19,-0.5494015602127649,-0.45171688005696353,0.0,-0.2892318322316386,-0.6105062532455279,0.32127442101388926,9,0.26016972798112625,29,0.0,fake,27
vendor_07,-0.5689635486684088,-0.45365851337200674,0.0,-0.3868222613280103,-0.5276652627852284,0.14084300145721812,9,0.18214128734039853,29,0.0,fake,28
vendor_12,-0.608873392405788,-0.5032937068612419,0.0,-0.37404790617853684,-0.6780688157310581,0.3040209095525213,9,0.23482548622725113,29,0.0,fake,29
vendor_17,-0.7488881943791666,-0.5898505681405689,0.0,-0.38118054378304034,-0.7079896131397491,0.3268090693567087,9,0.3677076505961263,29,0.0,fake,30
vendor_00,2.276774288574903,1.98274894494393,1.0,2.1476192905174627,1.8244444055738922,0.3231748849435705,9,-0.12915499805744046,30,0.03,REAL,1
vendor_01,1.9991159189488317,1.6168609084338743,1.0,1.8232090199061126,1.3286501356919258,0.4945588842141868,9,-0.17590689904271906,30,0.025,REAL,2
vendor_02,1.2615654923872108,1.0157782716134223,1.0,1.1041250774587221,0.8749221818110675,0.22920289564765461,9,-0.1574404149284887,30,0.02,REAL,3
vendor_19,0.7967544879652476,0.6309391630817345,1.0,1.1831639713244648,0.15510561209330195,1.028058359231163,9,0.3864094833592172,30,0.0,fake,4
vendor_14,0.7014060375002346,0.5660153896057363,1.0,0.7230597963215397,0.4786917196413155,0.2443680766802242,9,0.021653758821305158,30,0.0,fake,5
vendor_20,0.5650923668051635,0.46707365571657294,1.0,0.5678427028369111,0.35876196660913157,0.2090807362277795,9,0.002750336031747569,30,0.0,fake,6
vendor_25,0.5069510021069236,0.4137157644726897,1.0,0.7866079312794413,0.08734193894971914,0.6992659923297222,9,0.2796569291725177,30,0.0,fake,7
vendor_15,0.5000724299355238,0.40291182905153206,1.0,0.6544720194963024,0.25846415969438175,0.39600785980192066,9,0.1543995895607786,30,0.0,fake,8
vendor_04,0.4857610968050046,0.39651047326042566,0.6666666666666666,0.7021340048587799,-0.09284145234104148,0.7949754571998213,9,0.21637290805377524,30,0.01,REAL,9
vendor_10,0.3529876508694245,0.2801941896638835,0.4444444444444444,0.9721005233102123,-0.09166145610364915,1.0637619794138615,9,0.6191128724407878,30,0.0,fake,10
vendor_23,0.3380839317051272,0.2739492027401138,1.0,0.44219891583847265,0.042896108360247626,0.399302807478225,9,0.10411498413334547,30,0.0,fake,11
vendor_08,0.33617831261357833,0.26799085069563094,1.0,0.5583666070430096,0.057159523119419374,0.5012070839235901,9,0.22218829442943122,30,0.0,fake,12
vendor_22,0.3155776851587216,0.24496704532610286,0.7777777777777778,0.5746884201717549,-0.018475408104463988,0.5931638282762189,9,0.25911073501303333,30,0.0,fake,13
vendor_05,0.27574108160366495,0.22306538145474894,1.0,0.43486120006262374,0.05887301611287167,0.3759881839497521,9,0.1591201184589588,30,0.0,fake,14
vendor_11,0.24803672671480298,0.20017752547414036,0.7777777777777778,0.3992357942866889,-0.07417729932056816,0.4734130936072571,9,0.15119906757188595,30,0.0,fake,15
vendor_26,0.15259915266234964,0.12289026424204914,0.6666666666666666,0.31947021706440887,-0.16837876022155995,0.4878489772859688,9,0.16687106440205923,30,0.0,fake,16
vendor_28,0.01351715326047353,0.0026364109904991793,0.6666666666666666,0.3979998532393934,-0.5530631036810779,0.9510629569204714,9,0.3844826999789199,30,0.0,fake,17
vendor_13,0.008163187199228329,0.004924723941102046,0.4444444444444444,0.24303653507767511,-0.1578438880311141,0.40088042310878924,9,0.2348733478784468,30,0.0,fake,18
vendor_03,0.005921058434874133,0.005704408584604066,0.5555555555555556,0.1824768617460277,-0.17832266258845833,0.36079952433448603,9,0.17655580331115356,30,0.015,REAL,19
vendor_06,-0.050834956948694866,-0.03857989616381857,0.3333333333333333,0.2612774159220461,-0.33785629264946976,0.5991337085715158,9,0.312112372870741,30,0.0,fake,20
vendor_24,-0.06635146286454764,-0.05464425369459997,0.3333333333333333,0.2004592019507719,-0.29485581334665883,0.4953150152974307,9,0.26681066481531956,30,0.0,fake,21
vendor_18,-0.07216608647917874,-0.05362997657536675,0.3333333333333333,0.26399803787537957,-0.3781398633569664,0.642137901232346,9,0.33616412435455834,30,0.0,fake,22
vendor_12,-0.09776967307546351,-0.07689376081871609,0.3333333333333333,0.11280740991155176,-0.3158128577752161,0.42862026768676786,9,0.21057708298701527,30,0.0,fake,23
vendor_29,-0.17431340458650965,-0.14059397840234278,0.3333333333333333,0.07971783435201131,-0.2788957450129183,0.3586135793649296,9,0.254031238938521,30,0.0,fake,24
vendor_07,-0.23221034221424486,-0.17552012154336094,0.2222222222222222,0.04005383055796278,-0.5146268324618989,0.5546806630198616,9,0.27226417277220766,30,0.0,fake,25
vendor_17,-0.3391538146875089,-0.28358694892099534,0.0,-0.023246849298469572,-0.5785130019951717,0.5552661526967022,9,0.3159069653890393,30,0.0,fake,26
vendor_27,-0.35014665370448805,-0.2825567094083048,0.3333333333333333,0.17117828548177516,-0.7994390342323837,0.9706173197141589,9,0.5213249391862632,30,0.0,fake,27
vendor_09,-0.41506593439550227,-0.33557593923998597,0.0,-0.2009743772086159,-0.4862440919867663,0.28526971477815044,9,0.21409155718688636,30,0.0,fake,28
vendor_21,-0.48083565247079535,-0.3804222327236596,0.3333333333333333,0.11593982248304799,-0.707107931259742,0.82304775374279,9,0.5967754749538433,30,0.0,fake,29
vendor_16,-0.7443546407711522,-0.598400086348642,0.0,-0.36770598031137536,-0.7257800035798788,0.35807402326850346,9,0.37664866045977685,30,0.0,fake,30
vendor_00,1.806499356546467,1.617699040382276,1.0,1.729319881085787,1.5280599079977368,0.20125997308805021,9,-0.07717947546068005,31,0.03,REAL,1
vendor_01,1.2502691023027903,1.0502475175590529,1.0,1.3930237029396124,0.64022192797837,0.7528017749612425,9,0.1427546006368221,31,0.025,REAL,2
vendor_02,0.960108392114073,0.7707227024230201,1.0,1.1785478969298897,0.5344933709339758,0.644054525995914,9,0.21843950481581675,31,0.02,REAL,3
vendor_05,0.653667223453932,0.5287654995589546,1.0,0.7468269377144611,0.4111089602764614,0.3357179774379997,9,0.09315971426052905,31,0.0,fake,4
vendor_29,0.5640815651184906,0.43397252174316936,1.0,0.7222492208797197,0.07983909552393627,0.6424101253557833,9,0.15816765576122904,31,0.0,fake,5
vendor_17,0.5280621922243375,0.43100703118399203,1.0,0.7258706406423965,0.10346205497385734,0.6224085856685392,9,0.197808448418059,31,0.0,fake,6
vendor_11,0.5067179366865803,0.4003428320143264,1.0,0.5944361008328253,0.20756655080075986,0.3868695500320654,9,0.087718164146245,31,0.0,fake,7
vendor_07,0.41074190099683444,0.32953157527765586,1.0,0.7454676149351848,0.07842480938489274,0.667042805550292,9,0.3347257139383503,31,0.0,fake,8
vendor_03,0.4067326990839571,0.32080566476280026,1.0,0.43174884848342454,0.17295300577368364,0.2587958427097409,9,0.025016149399467447,31,0.015,REAL,9
vendor_15,0.3699322535648312,0.3075933296904409,0.6666666666666666,0.9957902442924357,-0.37388235241267076,1.3696725967051064,9,0.6258579907276045,31,0.0,fake,10
vendor_24,0.34092932111377994,0.27042393246472785,0.6666666666666666,0.5381102334541955,-0.1574519510927208,0.6955621845469163,9,0.19718091234041557,31,0.0,fake,11
vendor_08,0.3349931965034329,0.2579119734047582,0.6666666666666666,0.6694528924361727,-0.3506047394134907,1.0200576318496632,9,0.3344596959327398,31,0.0,fake,12
vendor_28,0.3082326524486763,0.24496745120870222,1.0,0.490730896793741,0.06474006810481193,0.42599082868892907,9,0.18249824434506468,31,0.0,fake,13
vendor_12,0.29724209511084326,0.23751174219715607,0.6666666666666666,0.5688262278657045,-0.13109186448295757,0.6999180923486621,9,0.2715841327548612,31,0.0,fake,14
vendor_10,0.2229555506520077,0.17030374870776693,0.7777777777777778,0.3493998788544922,-0.046209381887812255,0.39560926074230446,9,0.1264443282024845,31,0.0,fake,15
vendor_04,0.2174672996363969,0.1774850501876766,0.6666666666666666,0.3782009522212508,-0.12972114508438873,0.5079220973056395,9,0.16073365258485386,31,0.01,REAL,16
vendor_26,0.17624532978096055,0.1416049697552474,0.8888888888888888,0.34581062631103127,-0.025637732988903365,0.37144835929993464,9,0.1695652965300707,31,0.0,fake,17
vendor_27,0.11848054051891169,0.09795778961995819,0.5555555555555556,0.4705697143028346,-0.22273665565641618,0.6933063699592508,9,0.3520891737839229,31,0.0,fake,18
vendor_18,0.11200955539527083,0.09051649566169138,0.6666666666666666,0.3573709783160863,-0.23301700389781127,0.5903879822138975,9,0.24536142292081545,31,0.0,fake,19
vendor_16,-0.026707177087550056,-0.021478412219192375,0.4444444444444444,0.3778048898949726,-0.4059388664478748,0.7837437563428473,9,0.4045120669825226,31,0.0,fake,20
vendor_09,-0.09061232933941438,-0.0724889674177327,0.3333333333333333,0.09174990480032609,-0.2649625839222445,0.35671248872257055,9,0.18236223413974045,31,0.0,fake,21
vendor_14,-0.18837157775107105,-0.14754463246295063,0.0,-0.025043684330419844,-0.34689063310576057,0.3218469487753407,9,0.1633278934206512,31,0.0,fake,22
vendor_23,-0.2072813944317866,-0.16072257854814093,0.3333333333333333,0.43211161404406434,-0.6541391748851175,1.086250788929182,9,0.6393930084758509,31,0.0,fake,23
vendor_19,-0.2349625665074866,-0.17947348682263606,0.0,-0.05975434925720652,-0.3223048693053795,0.262550520048173,9,0.17520821725028007,31,0.0,fake,24
vendor_20,-0.24512345908250802,-0.19265414471044084,0.3333333333333333,0.43519076575880045,-0.6106333846349628,1.0458241503937633,9,0.6803142248413084,31,0.0,fake,25
vendor_06,-0.39920022923234727,-0.32207454444621114,0.0,-0.0716858656331548,-0.5859564793271685,0.5142706136940137,9,0.3275143635991925,31,0.0,fake,26
vendor_13,-0.5132985031251004,-0.40519165108204486,0.0,-0.05286385178597762,-0.9972438169408879,0.9443799651549103,9,0.46043465133912276,31,0.0,fake,27
vendor_25,-0.8024348527838746,-0.6340687084281074,0.0,-0.4061422473695895,-0.8547991629044938,0.4486569155349043,9,0.3962926054142851,31,0.0,fake,28
vendor_21,-1.0129289279383313,-0.810159159828205,0.0,-0.6294329688785754,-0.9697471892069848,0.3403142203284094,9,0.383495959059756,31,0.0,fake,29
vendor_22,-1.1292148952740706,-0.9117458053753045,0.0,-0.6914504449956665,-1.054785068198037,0.36333462320237053,9,0.43776445027840405,31,0.0,fake,30
vendor_00,1.6008824479711565,1.3544763799828854,1.0,1.5624516755592324,1.143941941477131,0.41850973408210135,9,-0.03843077241192416,32,0.03,REAL,1
vendor_24,1.1445848955780826,0.9053285153949471,1.0,0.957828577247397,0.8154687947650426,0.14235978248235437,9,-0.18675631833068562,32,0.0,fake,2
vendor_26,0.9355897470261982,0.7474571134958945,1.0,0.8831125149736145,0.6547859679670389,0.22832654700657562,9,-0.0524772320525837,32,0.0,fake,3
vendor_03,0.9320294320956217,0.7370733123653331,1.0,0.943901662676693,0.5258339090639399,0.41806775361275306,9,0.01187223058107123,32,0.015,REAL,4
vendor_15,0.8459738841465736,0.6790310586916668,1.0,0.8359264566594101,0.5542313523149063,0.28169510434450384,9,-0.010047427487163474,32,0.0,fake,5
vendor_01,0.8276632807298935,0.6833534549058169,1.0,1.2268281737657976,0.04374608855493863,1.183082085210859,9,0.3991648930359041,32,0.025,REAL,6
vendor_20,0.8246259434014822,0.6506128264552689,1.0,1.012918041402799,0.24570416741833814,0.7672138739844608,9,0.18829209800131674,32,0.0,fake,7
vendor_29,0.7860613292738995,0.6109392650274353,0.6666666666666666,1.004320963018131,-0.10141747501088086,1.1057384380290118,9,0.2182596337442314,32,0.0,fake,8
vendor_02,0.7120940503348677,0.5780381190354356,0.6666666666666666,1.1562107454517039,-0.028711851120714744,1.1849225965724186,9,0.44411669511683616,32,0.02,REAL,9
vendor_19,0.6970226625097857,0.5548407483002881,1.0,0.815035994568725,0.27318845084344406,0.541847543725281,9,0.11801333205893927,32,0.0,fake,10
vendor_17,0.6734008854330298,0.5416875754038952,1.0,0.7346843943530603,0.3534331083178191,0.3812512860352412,9,0.06128350892003054,32,0.0,fake,11
vendor_04,0.3859044824919112,0.3178577794505987,0.8888888888888888,0.5660174391586568,-0.00015346698668702142,0.5661709061453438,9,0.18011295666674554,32,0.01,REAL,12
vendor_25,0.3708651720799611,0.2993925114184651,0.6666666666666666,0.6891444580846832,-0.279300172376596,0.9684446304612792,9,0.31827928600472205,32,0.0,fake,13
vendor_21,0.35745312080963476,0.2797921863396517,0.7777777777777778,0.5800060413519403,-0.008069350881547789,0.5880753922334881,9,0.22255292054230558,32,0.0,fake,14
vendor_09,0.2591444023942789,0.2100942217343757,0.6666666666666666,0.5928830483463324,-0.23910877029724367,0.8319918186435761,9,0.33373864595205355,32,0.0,fake,15
vendor_16,0.24710214418350063,0.20419999482591766,0.6666666666666666,0.6221437009579803,-0.19915681224203846,0.8213005132000188,9,0.3750415567744797,32,0.0,fake,16
vendor_07,0.18587710422198547,0.15773235632796978,0.6666666666666666,0.7565020036063852,-0.5906086313611365,1.3471106349675217,9,0.5706248993843998,32,0.0,fake,17
vendor_08,0.11423558864183572,0.09002065866113572,0.4444444444444444,0.4303670409605644,-0.09390552951096967,0.5242725704715341,9,0.31613145231872863,32,0.0,fake,18
vendor_27,0.09228982976097123,0.07822880991503958,1.0,0.18745801012523475,0.0043305048467480066,0.18312750527848673,9,0.09516818036426351,32,0.0,fake,19
vendor_13,0.062343323529156475,0.05184705213512858,0.8888888888888888,0.11270210108434094,-0.028894799342761835,0.14159690042710277,9,0.05035877755518446,32,0.0,fake,20
vendor_28,0.007351507103759256,-0.0028691228942376735,0.3333333333333333,0.2538722337347388,-0.18041344297271192,0.43428567670745066,9,0.24652072663097951,32,0.0,fake,21
vendor_14,-0.07968372064888289,-0.06499142945564475,0.4444444444444444,0.08232481997920053,-0.28316031508865924,0.3654851350678598,9,0.16200854062808343,32,0.0,fake,22
vendor_22,-0.08590580680139615,-0.07325121196121616,0.3333333333333333,0.20218342914727644,-0.36547136933180696,0.5676547984790834,9,0.2880892359486726,32,0.0,fake,23
vendor_05,-0.09661377050666711,-0.08366043554830825,0.3333333333333333,0.2890729165677984,-0.406138864727373,0.6952117812951714,9,0.3856866870744655,32,0.0,fake,24
vendor_10,-0.12894471987233672,-0.09902716020131463,0.6666666666666666,0.2656131523518739,-0.6149012907861949,0.8805144431380688,9,0.39455787222421057,32,0.0,fake,25
vendor_18,-0.1692346217051045,-0.139204287715572,0.2222222222222222,0.05118780619834984,-0.30222219873025,0.35341000492859986,9,0.22042242790345434,32,0.0,fake,26
vendor_23,-0.2941791674377733,-0.23357420667906925,0.4444444444444444,0.09747933284195527,-0.7730405359984119,0.8705198688403673,9,0.39165850027972854,32,0.0,fake,27
vendor_06,-0.3167879337056143,-0.25497640378529,0.3333333333333333,0.17744740518745203,-0.5741930548735615,0.7516404600610136,9,0.49423533889306637,32,0.0,fake,28
vendor_12,-0.5383321439460932,-0.43384137134272344,0.0,-0.23784632071204231,-0.7834464924527921,0.5456001717407497,9,0.3004858232340509,32,0.0,fake,29
vendor_11,-0.8243139379520347,-0.6598227476271751,0.0,-0.2634483272891793,-0.9231749023273842,0.6597265750382049,9,0.5608656106628553,32,0.0,fake,30
vendor_00,1.6527324476945457,1.4360230732349721,1.0,1.5181766788489945,1.3122937847743255,0.2058828940746691,9,-0.1345557688455512,33,0.03,REAL,1
vendor_02,1.4931244201084717,1.2240785541121277,1.0,1.73046816383705,0.656983973825779,1.073484190011271,9,0.23734374372857836,33,0.02,REAL,2
vendor_01,1.4635193720128958,1.2143825141041573,1.0,1.8997590478389128,0.6207228087122395,1.2790362391266732,9,0.43623967582601697,33,0.025,REAL,3
vendor_04,1.0159410593944747,0.8252909553878841,1.0,1.5723371936413837,0.07439168509833653,1.497945508543047,9,0.556396134246909,33,0.01,REAL,4
vendor_24,0.47674498911540036,0.38182321793793333,0.6666666666666666,0.8804945132206461,-0.22406412867965622,1.1045586419003024,9,0.4037495241052457,33,0.0,fake,5
vendor_14,0.4051887252489846,0.3188082613025424,1.0,0.3904428677130474,0.22490041220454512,0.1655424555085023,9,-0.014745857535937157,33,0.0,fake,6
vendor_03,0.3867141452069552,0.31654539435489343,0.8888888888888888,0.5244947904411996,-0.0035732574726834673,0.5280680479138831,9,0.13778064523424444,33,0.015,REAL,7
vendor_12,0.32092182445504314,0.26177589006524454,1.0,0.5520844620681615,0.06970976989678086,0.4823746921713807,9,0.2311626376131184,33,0.0,fake,8
vendor_21,0.17057149156359488,0.1403005402120535,0.6666666666666666,0.309695713515541,-0.051672755447299844,0.3613684689628408,9,0.1391242219519461,33,0.0,fake,9
vendor_25,0.16660696427344077,0.1414851977326625,1.0,0.2446280483857108,0.025281702023531794,0.219346346362179,9,0.07802108411227004,33,0.0,fake,10
vendor_15,0.1526949023208687,0.12567927422169914,0.4444444444444444,0.5128431675368699,-0.13615934583364786,0.6490025133705177,9,0.3601482652160012,33,0.0,fake,11
vendor_13,0.07424150689876162,0.05484272699419404,0.6666666666666666,0.280757262170858,-0.3036643459714832,0.5844216081423412,9,0.20651575527209637,33,0.0,fake,12
vendor_20,-0.013482505777659751,-0.008581381961914943,0.3333333333333333,0.4345599500314764,-0.3518388846305232,0.7863988346619997,9,0.44804245580913615,33,0.0,fake,13
vendor_26,-0.01380688440232136,-0.015810493090287522,0.3333333333333333,0.31666710756532485,-0.3025160032938731,0.619183110859198,9,0.3304739919676462,33,0.0,fake,14
vendor_27,-0.03479462521987021,-0.03604017421473707,0.3333333333333333,0.251405453744482,-0.2670974232288501,0.5185028769733321,9,0.2862000789643522,33,0.0,fake,15
vendor_08,-0.059799134176108285,-0.042470446943308406,0.6666666666666666,0.3151493016228187,-0.48348404835441156,0.7986333499772302,9,0.37494843579892695,33,0.0,fake,16
vendor_19,-0.0851567683178074,-0.06545055715544028,0.3333333333333333,0.26882958214434766,-0.26380122499033337,0.532630807134681,9,0.35398635046215504,33,0.0,fake,17
vendor_09,-0.09240291138081079,-0.07687887594208252,0.3333333333333333,0.17210375355957372,-0.23715525677057506,0.4092590103301488,9,0.2645066649403845,33,0.0,fake,18
vendor_28,-0.09566529676472157,-0.07765509794858655,0.2222222222222222,0.029206458013480072,-0.2315315776098781,0.2607380356233582,9,0.12487175477820164,33,0.0,fake,19
vendor_07,-0.11339573290771171,-0.08786990684897802,0.3333333333333333,0.15678519794069315,-0.32680711382589056,0.4835923117665837,9,0.2701809308484049,33,0.0,fake,20
vendor_06,-0.13732711988471974,-0.11511328708605623,0.3333333333333333,0.2202491741689205,-0.44298903666346445,0.663238210832385,9,0.3575762940536402,33,0.0,fake,21
vendor_10,-0.22044387890340453,-0.18015215140407126,0.3333333333333333,0.23093938482661322,-0.42772114746934375,0.658660532295957,9,0.45138326373001775,33,0.0,fake,22
vendor_18,-0.38378055670768113,-0.3075919640645592,0.0,-0.20548053289910598,-0.5095210072854829,0.30404047438637694,9,0.17830002380857515,33,0.0,fake,23
vendor_05,-0.40524783298253786,-0.32238979512318555,0.0,-0.04520271168383915,-0.4885996955884304,0.44339698390459126,9,0.3600451212986987,33,0.0,fake,24
vendor_29,-0.4119631236488072,-0.32864804332352054,0.2222222222222222,0.052415734931269345,-0.6215711260480786,0.673986860979348,9,0.46437885858007655,33,0.0,fake,25
vendor_22,-0.4427023289347951,-0.3589180380571051,0.0,-0.06659850238950539,-0.6512693862627377,0.5846708838732323,9,0.37610382654528973,33,0.0,fake,26
vendor_11,-0.4545615010878093,-0.36611658767210936,0.0,-0.26938538145899876,-0.47767240922512155,0.2082870277661228,9,0.18517611962881053,33,0.0,fake,27
vendor_16,-0.45789645310557786,-0.3690471244553957,0.0,-0.2251173941838602,-0.5236000854921876,0.2984826913083274,9,0.23277905892171766,33,0.0,fake,28
vendor_23,-0.5184891765525457,-0.4152348630068715,0.0,-0.26801124972947077,-0.636717837155286,0.3687065874258152,9,0.2504779268230749,33,0.0,fake,29
vendor_17,-0.8199439808731892,-0.663110253008851,0.0,-0.3890451116103188,-0.9674775780692716,0.5784324664589529,9,0.4308988692628704,33,0.0,fake,30
vendor_00,1.6585882176584974,1.4584081604503725,1.0,1.5259448888068148,1.3849857314290506,0.1409591573777642,9,-0.13264332885168262,34,0.03,REAL,1
vendor_01,1.5776764217084218,1.2799337818702559,1.0,1.4452317331649365,1.109293472592709,0.3359382605722274,9,-0.13244468854348534,34,0.025,REAL,2
vendor_27,1.1714621737327837,0.9435811801055483,1.0,1.4353254193187026,0.5672653927795822,0.8680600265391204,9,0.2638632455859189,34,0.0,fake,3
vendor_02,0.9617776670421329,0.780854380305555,1.0,0.9664324236899475,0.6401439312087392,0.3262884924812083,9,0.004654756647814673,34,0.02,REAL,4
vendor_04,0.8098516583250048,0.6355083646782052,1.0,1.0498596958802582,0.0990571823723647,0.9508025135078935,9,0.24000803755525335,34,0.01,REAL,5
vendor_19,0.7307645127013133,0.5934871452813292,1.0,0.7962241195766945,0.4528831459213272,0.34334097365536725,9,0.06545960687538122,34,0.0,fake,6
vendor_06,0.691123185941762,0.5504883524015352,1.0,0.860630144652546,0.18899528726460366,0.6716348573879423,9,0.16950695871078392,34,0.0,fake,7
vendor_25,0.4974276711327885,0.413687138732775,1.0,0.794695210549727,0.0920844982009923,0.7026107123487347,9,0.2972675394169385,34,0.0,fake,8
vendor_15,0.453577713474152,0.36658618222797834,1.0,0.513467450551948,0.15169444898914802,0.36177300156279996,9,0.05988973707779599,34,0.0,fake,9
vendor_07,0.44023400039360905,0.35198808418181493,1.0,0.5539773963310837,0.05840912639601491,0.49556826993506875,9,0.11374339593747462,34,0.0,fake,10
vendor_28,0.27910210152240483,0.22138359490447448,1.0,0.5382037746051256,0.01846537189092548,0.5197384027142001,9,0.25910167308272075,34,0.0,fake,11
vendor_03,0.21274160808348047,0.16786569030963058,0.8888888888888888,0.39620406955510246,-0.003075600824731391,0.39927967037983386,9,0.18346246147162198,34,0.015,REAL,12
vendor_20,0.08707297201324019,0.07094284621172521,0.5555555555555556,0.2943283215594445,-0.09012170270963853,0.38445002426908303,9,0.2072553495462043,34,0.0,fake,13
vendor_17,0.07395831309590863,0.05460421017561858,0.4444444444444444,0.40355671008642807,-0.17000728443177787,0.5735639945182059,9,0.32959839699051946,34,0.0,fake,14
vendor_13,0.06682481837276803,0.0541427623165408,0.6666666666666666,0.2992317029114553,-0.32760818271350456,0.6268398856249598,9,0.23240688453868724,34,0.0,fake,15
vendor_22,0.05875930190102463,0.04155559548661718,0.4444444444444444,0.3042992234482842,-0.1595513539440437,0.46385057739232793,9,0.24553992154725957,34,0.0,fake,16
vendor_29,-0.056537678266165764,-0.04746768159409849,0.6666666666666666,0.1834190668079007,-0.40509624178803066,0.5885153085959314,9,0.23995674507406647,34,0.0,fake,17
vendor_23,-0.12132317530467764,-0.09823614960396299,0.1111111111111111,0.0040347218958481056,-0.17941316162201382,0.18344788351786193,9,0.12535789720052573,34,0.0,fake,18
vendor_16,-0.1925761252682895,-0.1588261423025122,0.2222222222222222,0.041420091788816796,-0.42800912502181504,0.4694292168106318,9,0.23399621705710627,34,0.0,fake,19
vendor_12,-0.2210604129842507,-0.1796623007119599,0.0,-0.09471389481389018,-0.3548225535557011,0.2601086587418109,9,0.12634651817036052,34,0.0,fake,20
vendor_18,-0.24516812975460464,-0.1971206045227903,0.3333333333333333,0.18132589005835523,-0.4277177106950279,0.6090436007533832,9,0.42649401981295987,34,0.0,fake,21
vendor_08,-0.2521327519902945,-0.2054465462863073,0.3333333333333333,0.12077658072408237,-0.6300416408022784,0.7508182215263608,9,0.3729093327143769,34,0.0,fake,22
vendor_24,-0.30888513912138893,-0.24227597384075417,0.1111111111111111,0.010525177250500612,-0.6293535285098147,0.6398787057603154,9,0.31941031637188955,34,0.0,fake,23
vendor_11,-0.3128539287503323,-0.26657228927463705,0.3333333333333333,0.626693894856845,-0.9696592721393759,1.596353166996221,9,0.9395478236071773,34,0.0,fake,24
vendor_26,-0.3417565641844002,-0.2716390409091519,0.0,-0.004399612375357001,-0.6628118814910173,0.6584122691156603,9,0.3373569518090432,34,0.0,fake,25
vendor_10,-0.35067440004767225,-0.2667964817357165,0.3333333333333333,0.30343338242368506,-0.5847855010254205,0.8882188834491056,9,0.6541077824713573,34,0.0,fake,26
vendor_09,-0.44950109053311726,-0.3649396915192687,0.0,-0.18404087661263382,-0.5579351288942307,0.3738942522815969,9,0.26546021392048347,34,0.0,fake,27
vendor_05,-0.579881612934448,-0.47317494235911745,0.0,-0.13735265697098098,-0.8708918562492381,0.7335391992782572,9,0.442528955963467,34,0.0,fake,28
vendor_21,-0.6775169328555196,-0.5271911700509369,0.3333333333333333,0.17277955064993475,-1.2371305744845025,1.4099101251344373,9,0.8502964835054544,34,0.0,fake,29
vendor_14,-0.6788475532839431,-0.5351023563699694,0.0,-0.43940920608849615,-0.6082235358081605,0.1688143297196643,9,0.23943834719544693,34,0.0,fake,30
vendor_00,1.8262084696019656,1.57481732911049,1.0,1.972359471691128,1.007681198716795,0.9646782729743328,9,0.14615100208916232,35,0.03,REAL,1
vendor_01,1.1658758499661888,0.9799110606688058,1.0,1.1749480583292977,0.6750828509753825,0.49986520735391526,9,0.009072208363108958,35,0.025,REAL,2
vendor_25,0.9314317651854311,0.7555686943715552,1.0,0.9809784515891804,0.4416696947132949,0.5393087568758854,9,0.04954668640374926,35,0.0,fake,3
vendor_04,0.7972718417597514,0.6338794415991652,1.0,1.0975598561467048,0.2666491144092323,0.8309107417374726,9,0.3002880143869534,35,0.01,REAL,4
vendor_03,0.7453401094016643,0.6038689109994543,1.0,0.7016798043063079,0.5028395214769426,0.1988402828293654,9,-0.043660305095356344,35,0.015,REAL,5
vendor_05,0.6181688173258817,0.49204526363985046,1.0,0.6339618130783449,0.24899158900174914,0.38497022407659576,9,0.01579299575246318,35,0.0,fake,6
